seqid	start	end	strand	gene_id	description
Chr1	1269012	1270447	+	Sdiv_ptg000014l_0205-R	Similar to YUC9: Probable indole-3-pyruvate monooxygenase YUCCA9 (Arabidopsis thaliana)
Chr1	1271742	1279476	+	Sdiv_ptg000014l_0206-R	Similar to Dym: Dymeclin (Rattus norvegicus)
Chr1	1280318	1285501	+	Sdiv_ptg000014l_0207-R	Similar to KIC1: Serine/threonine-protein kinase KIC1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
Chr1	1285728	1288766	-	Sdiv_ptg000014l_0208-R	Similar to KCS2: 3-ketoacyl-CoA synthase 2 (Arabidopsis thaliana)
Chr1	1291628	1293144	-	Sdiv_ptg000014l_0209-R	Similar to IAA3: Auxin-responsive protein IAA3 (Arabidopsis thaliana)
Chr1	1300783	1302569	+	Sdiv_ptg000014l_0210-R	Similar to IAA17: Auxin-responsive protein IAA17 (Arabidopsis thaliana)
Chr1	1305115	1305663	-	Sdiv_ptg000014l_0211-R	Similar to PRA1D: PRA1 family protein D (Arabidopsis thaliana)
Chr1	1306058	1307485	-	Sdiv_ptg000014l_0212-R	Similar to RPS15A: 40S ribosomal protein S15-1 (Arabidopsis thaliana)
Chr1	1308016	1313902	-	Sdiv_ptg000014l_0213-R	Similar to NADKC: Calmodulin calcium-dependent NAD kinase (Arabidopsis thaliana)
Chr1	1314244	1319427	-	Sdiv_ptg000014l_0214-R	Similar to TRAF1B: TNF receptor-associated factor homolog 1b (Arabidopsis thaliana)
Chr1	1324806	1326926	-	Sdiv_ptg000014l_0215-R	Protein of unknown function
Chr1	1328042	1329284	+	Sdiv_ptg000014l_0216-R	Similar to At1g04350: 1-aminocyclopropane-1-carboxylate oxidase homolog 6 (Arabidopsis thaliana)
Chr1	1330144	1331292	-	Sdiv_ptg000014l_0217-R	Similar to ATL1: RING-H2 finger protein ATL1 (Arabidopsis thaliana)
Chr1	1341304	1341823	+	Sdiv_ptg000014l_0218-R	Protein of unknown function
Chr1	1342720	1343991	-	Sdiv_ptg000014l_0219-R	Similar to At1g04380: 1-aminocyclopropane-1-carboxylate oxidase homolog 7 (Arabidopsis thaliana)
Chr1	1346085	1350361	-	Sdiv_ptg000014l_0220-R	Similar to At1g04390: BTB/POZ domain-containing protein At1g04390 (Arabidopsis thaliana)
Chr1	1350772	1353514	-	Sdiv_ptg000014l_0221-R	Similar to CRY2: Cryptochrome-2 (Arabidopsis thaliana)
Chr1	1354936	1357258	-	Sdiv_ptg000014l_0222-R	Similar to MDH1: Malate dehydrogenase 1%2C cytoplasmic (Arabidopsis thaliana)
Chr1	1357469	1360378	+	Sdiv_ptg000014l_0223-R	Similar to tas: Protein tas (Shigella flexneri)
Chr1	1361734	1364373	+	Sdiv_ptg000014l_0224-R	Similar to At1g04430: Probable methyltransferase PMT8 (Arabidopsis thaliana)
Chr1	1365463	1369090	+	Sdiv_ptg000014l_0225-R	Similar to CKL13: Casein kinase 1-like protein 13 (Arabidopsis thaliana)
Chr1	1372207	1373049	+	Sdiv_ptg000014l_0226-R	Similar to RIC3: CRIB domain-containing protein RIC3 (Arabidopsis thaliana)
Chr1	1373456	1376974	-	Sdiv_ptg000014l_0227-R	Similar to PATROL1: Protein unc-13 homolog (Arabidopsis thaliana)
Chr1	1377901	1379612	+	Sdiv_ptg000014l_0228-R	Similar to RPL23A: 60S ribosomal protein L23 (Arabidopsis thaliana)
Chr1	1380933	1382752	-	Sdiv_ptg000014l_0229-R	Similar to COL3: Zinc finger protein CONSTANS-LIKE 3 (Arabidopsis thaliana)
Chr1	1383884	1391718	+	Sdiv_ptg000014l_0230-R	Similar to PRP19A: Pre-mRNA-processing factor 19 homolog 1 (Arabidopsis thaliana)
Chr1	1391947	1393562	-	Sdiv_ptg000014l_0231-R	Protein of unknown function
Chr1	1397833	1401559	+	Sdiv_ptg000014l_0232-R	Similar to IAA12: Auxin-responsive protein IAA12 (Arabidopsis thaliana)
Chr1	1402918	1406380	+	Sdiv_ptg000014l_0233-R	Similar to PM19L: Membrane protein PM19L (Oryza sativa subsp. japonica)
Chr1	1403229	1403411	-	Sdiv_ptg000014l_0234-R	Protein of unknown function
Chr1	1403362	1403912	-	Sdiv_ptg000014l_0235-R	Protein of unknown function
Chr1	1404509	1406252	-	Sdiv_ptg000014l_0236-R	Similar to At1g04570: Probable folate-biopterin transporter 8%2C chloroplastic (Arabidopsis thaliana)
Chr1	1408136	1411066	-	Sdiv_ptg000014l_0237-R	Similar to At4g18975: Pentatricopeptide repeat-containing protein At4g18975%2C chloroplastic (Arabidopsis thaliana)
Chr1	1412175	1412876	+	Sdiv_ptg000014l_0238-R	Similar to XI-A: Myosin-7 (Arabidopsis thaliana)
Chr1	1414027	1421667	+	Sdiv_ptg000014l_0239-R	Similar to XI-A: Myosin-7 (Arabidopsis thaliana)
Chr1	1430823	1432901	+	Sdiv_ptg000014l_0240-R	Similar to YUC3: Probable indole-3-pyruvate monooxygenase YUCCA3 (Arabidopsis thaliana)
Chr1	1434156	1438182	-	Sdiv_ptg000014l_0241-R	Similar to HCAR: 7-hydroxymethyl chlorophyll a reductase%2C chloroplastic (Arabidopsis thaliana)
Chr1	1438664	1440010	-	Sdiv_ptg000014l_0242-R	Similar to At2g33220: NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-B (Arabidopsis thaliana)
Chr1	1440200	1440649	+	Sdiv_ptg000014l_0243-R	Similar to EMB1687: Probable ribonuclease P/MRP protein subunit POP5 (Arabidopsis thaliana)
Chr1	1441422	1442153	+	Sdiv_ptg000014l_0244-R	Similar to LIP2: Octanoyltransferase LIP2%2C mitochondrial (Arabidopsis thaliana)
Chr1	1442497	1442773	+	Sdiv_ptg000014l_0245-R	Protein of unknown function
Chr1	1444199	1444750	-	Sdiv_ptg000014l_0246-R	Protein of unknown function
Chr1	1445575	1446599	+	Sdiv_ptg000014l_0247-R	Protein of unknown function
Chr1	1447956	1452046	-	Sdiv_ptg000014l_0248-R	Similar to At1g04680: Probable pectate lyase 1 (Arabidopsis thaliana)
Chr1	1456759	1459116	+	Sdiv_ptg000014l_0249-R	Similar to KAB1: Probable voltage-gated potassium channel subunit beta (Arabidopsis thaliana)
Chr1	1460327	1464094	+	Sdiv_ptg000014l_0250-R	Similar to EDR1: Serine/threonine-protein kinase EDR1 (Arabidopsis thaliana)
Chr1	1464815	1466830	-	Sdiv_ptg000014l_0251-R	Similar to At1g50920: Nucleolar GTP-binding protein 1 (Arabidopsis thaliana)
Chr1	1469042	1477771	-	Sdiv_ptg000014l_0252-R	Similar to VAMP721: Vesicle-associated membrane protein 721 (Arabidopsis thaliana)
Chr1	1479293	1480621	+	Sdiv_ptg000014l_0253-R	Similar to VAMP726: Putative vesicle-associated membrane protein 726 (Arabidopsis thaliana)
Chr1	1481126	1482461	-	Sdiv_ptg000014l_0254-R	Similar to At1g04770: Protein SULFUR DEFICIENCY-INDUCED 2 (Arabidopsis thaliana)
Chr1	1484871	1485567	+	Sdiv_ptg000014l_0255-R	Protein of unknown function
Chr1	1486178	1489006	-	Sdiv_ptg000014l_0256-R	Similar to Ankrd13b: Ankyrin repeat domain-containing protein 13B (Mus musculus)
Chr1	1489937	1493390	+	Sdiv_ptg000014l_0257-R	Similar to SDIR1: E3 ubiquitin-protein ligase SDIR1 (Arabidopsis thaliana)
Chr1	1493673	1501041	-	Sdiv_ptg000014l_0258-R	Similar to TBC1D13: TBC1 domain family member 13 (Homo sapiens)
Chr1	1501555	1505616	-	Sdiv_ptg000014l_0259-R	Similar to UBP2: Ubiquitin carboxyl-terminal hydrolase 2 (Arabidopsis thaliana)
Chr1	1506368	1509531	-	Sdiv_ptg000014l_0260-R	Similar to HMGB15: High mobility group B protein 15 (Arabidopsis thaliana)
Chr1	1516342	1520076	+	Sdiv_ptg000014l_0261-R	Similar to SPAC25A8.03c: Protein arginine methyltransferase NDUFAF7 homolog%2C mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
Chr1	1520522	1528252	-	Sdiv_ptg000014l_0262-R	Similar to SPS3: Probable sucrose-phosphate synthase 3 (Arabidopsis thaliana)
Chr1	1528790	1531633	-	Sdiv_ptg000014l_0263-R	Protein of unknown function
Chr1	1532566	1533511	+	Sdiv_ptg000014l_0264-R	Similar to TIC20-I: Protein TIC 20-I%2C chloroplastic (Arabidopsis thaliana)
Chr1	1533823	1536021	+	Sdiv_ptg000014l_0265-R	Similar to ZNHIT6: Box C/D snoRNA protein 1 (Pongo abelii)
Chr1	1535909	1540500	-	Sdiv_ptg000014l_0266-R	Similar to TAF6: Transcription initiation factor TFIID subunit 6 (Arabidopsis thaliana)
Chr1	1540529	1541030	-	Sdiv_ptg000014l_0267-R	Protein of unknown function
Chr1	1541546	1543248	-	Sdiv_ptg000014l_0268-R	Protein of unknown function
Chr1	1543842	1545086	-	Sdiv_ptg000014l_0269-R	Similar to MFL1: Protein MITOFERRINLIKE 1%2C chloroplastic (Arabidopsis thaliana)
Chr1	1545493	1548142	+	Sdiv_ptg000014l_0270-R	Similar to At1g04970: Putative BPI/LBP family protein At1g04970 (Arabidopsis thaliana)
Chr1	1548144	1553601	-	Sdiv_ptg000014l_0271-R	Similar to PDIL2-2: Protein disulfide-isomerase like 2-2 (Arabidopsis thaliana)
Chr1	1553970	1556932	-	Sdiv_ptg000014l_0272-R	Similar to At1g04990: Zinc finger CCCH domain-containing protein 3 (Arabidopsis thaliana)
Chr1	1561922	1565147	+	Sdiv_ptg000014l_0273-R	Similar to DSP1: Tyrosine-protein phosphatase DSP1 (Arabidopsis thaliana)
Chr1	1569757	1572934	-	Sdiv_ptg000014l_0274-R	Similar to At1g05030: Probable plastidic glucose transporter 1 (Arabidopsis thaliana)
Chr1	1574457	1576547	-	Sdiv_ptg000014l_0275-R	Similar to GTF2H2: General transcription factor IIH subunit 2 (Arabidopsis thaliana)
Chr1	1576937	1578768	-	Sdiv_ptg000014l_0276-R	Protein of unknown function
Chr1	1582377	1584023	-	Sdiv_ptg000014l_0277-R	Protein of unknown function
Chr1	1584619	1587603	+	Sdiv_ptg000014l_0278-R	Protein of unknown function
Chr1	1593681	1597757	-	Sdiv_ptg000014l_0279-R	Similar to rhp16: ATP-dependent helicase rhp16 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
Chr1	1602287	1603641	-	Sdiv_ptg000014l_0280-R	Similar to At1g05150: Uncharacterized TPR repeat-containing protein At1g05150 (Arabidopsis thaliana)
Chr1	1605712	1608233	-	Sdiv_ptg000014l_0281-R	Similar to KAO1: Ent-kaurenoic acid oxidase 1 (Arabidopsis thaliana)
Chr1	1609621	1612980	-	Sdiv_ptg000014l_0282-R	Similar to B3GALT2: Probable beta-1%2C3-galactosyltransferase 2 (Arabidopsis thaliana)
Chr1	1617211	1621109	-	Sdiv_ptg000014l_0283-R	Similar to AXR1: NEDD8-activating enzyme E1 regulatory subunit AXR1 (Arabidopsis thaliana)
Chr1	1621245	1622769	-	Sdiv_ptg000014l_0284-R	Similar to RPL6: 50S ribosomal protein L6%2C chloroplastic (Arabidopsis thaliana)
Chr1	1623487	1624758	-	Sdiv_ptg000014l_0285-R	Protein of unknown function
Chr1	1624602	1627308	+	Sdiv_ptg000014l_0286-R	Similar to tmem97: Sigma intracellular receptor 2 (Xenopus tropicalis)
Chr1	1626659	1627164	-	Sdiv_ptg000014l_0287-R	Similar to HDG2: Homeobox-leucine zipper protein HDG2 (Arabidopsis thaliana)
Chr1	1640371	1641683	+	Sdiv_ptg000014l_0288-R	Similar to PER3: Peroxidase 3 (Arabidopsis thaliana)
Chr1	1641874	1647436	-	Sdiv_ptg000014l_0289-R	Similar to TRABD: TraB domain-containing protein (Bos taurus)
Chr1	1650482	1652398	-	Sdiv_ptg000014l_0290-R	Similar to COL12: Zinc finger protein CONSTANS-LIKE 12 (Arabidopsis thaliana)
Chr1	1655237	1655665	-	Sdiv_ptg000014l_0291-R	Similar to DEAL4: Protein DESIGUAL 4 (Arabidopsis thaliana)
Chr1	1659547	1661921	-	Sdiv_ptg000014l_0292-R	Similar to ZIP5: Zinc transporter 5 (Arabidopsis thaliana)
Chr1	1664960	1667773	-	Sdiv_ptg000014l_0293-R	Similar to CCT1: Choline-phosphate cytidylyltransferase 1 (Arabidopsis thaliana)
Chr1	1668391	1671092	-	Sdiv_ptg000014l_0294-R	Similar to PME8: Probable pectinesterase 8 (Arabidopsis thaliana)
Chr1	1673299	1677671	+	Sdiv_ptg000014l_0295-R	Protein of unknown function
Chr1	1678727	1679532	-	Sdiv_ptg000014l_0296-R	Similar to CYSTM6: Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 6 (Arabidopsis thaliana)
Chr1	1679969	1683761	-	Sdiv_ptg000014l_0297-R	Similar to At1g05350: Ubiquitin-like modifier-activating enzyme 5 (Arabidopsis thaliana)
Chr1	1684110	1686867	+	Sdiv_ptg000014l_0298-R	Similar to KMS2: Vacuole membrane protein KMS2 (Arabidopsis thaliana)
Chr1	1688711	1691697	-	Sdiv_ptg000014l_0299-R	Similar to pitC: Phosphatidylinositol transfer protein 3 (Dictyostelium discoideum)
Chr1	1698538	1703610	+	Sdiv_ptg000014l_0300-R	Similar to IDM1: Increased DNA methylation 1 (Arabidopsis thaliana)
Chr1	1704024	1705167	-	Sdiv_ptg000014l_0301-R	Similar to PSB27-2: Photosystem II D1 precursor processing protein PSB27-H2%2C chloroplastic (Arabidopsis thaliana)
Chr1	1706549	1707250	-	Sdiv_ptg000014l_0302-R	Similar to OFP12: Transcription repressor OFP12 (Arabidopsis thaliana)
Chr1	1710435	1712182	-	Sdiv_ptg000014l_0303-R	Protein of unknown function
Chr1	1712778	1714196	-	Sdiv_ptg000014l_0304-R	Protein of unknown function
Chr1	1715706	1716757	+	Sdiv_ptg000014l_0305-R	Similar to LTPG21: Non-specific lipid transfer protein GPI-anchored 21 (Arabidopsis thaliana)
Chr1	1719166	1723669	-	Sdiv_ptg000014l_0306-R	Similar to IP5P6: Type IV inositol polyphosphate 5-phosphatase 6 (Arabidopsis thaliana)
Chr1	1729585	1734389	-	Sdiv_ptg000014l_0307-R	Similar to CLSY3: SNF2 domain-containing protein CLASSY 3 (Arabidopsis thaliana)
Chr1	1735665	1740098	+	Sdiv_ptg000014l_0308-R	Similar to SYT5: Synaptotagmin-5 (Arabidopsis thaliana)
Chr1	1740273	1741875	+	Sdiv_ptg000014l_0309-R	Similar to OBAP1A: Oil body-associated protein 1A (Arabidopsis thaliana)
Chr1	1742022	1747261	-	Sdiv_ptg000014l_0310-R	Similar to SEC23: Protein transport protein SEC23 (Ustilago maydis (strain 521 / FGSC 9021))
Chr1	1750403	1760903	-	Sdiv_ptg000014l_0311-R	Similar to CALS1: Callose synthase 1 (Arabidopsis thaliana)
Chr1	1762999	1764758	-	Sdiv_ptg000014l_0312-R	Similar to SOK1: Protein SOSEKI 1 (Arabidopsis thaliana)
Chr1	1766168	1769209	-	Sdiv_ptg000014l_0313-R	Similar to CHX23: Cation/H(+) antiporter 23%2C chloroplastic (Arabidopsis thaliana)
Chr1	1769994	1772308	+	Sdiv_ptg000014l_0314-R	Similar to HEXO2: Beta-hexosaminidase 2 (Arabidopsis thaliana)
Chr1	1772440	1774493	+	Sdiv_ptg000014l_0315-R	Similar to At1g05600: Pentatricopeptide repeat-containing protein At1g05600 (Arabidopsis thaliana)
Chr1	1775539	1778089	+	Sdiv_ptg000014l_0316-R	Similar to URH2: Probable uridine nucleosidase 2 (Arabidopsis thaliana)
Chr1	1778950	1783918	+	Sdiv_ptg000014l_0317-R	Similar to IP5P13: Type I inositol polyphosphate 5-phosphatase 13 (Arabidopsis thaliana)
Chr1	1786563	1788928	-	Sdiv_ptg000014l_0318-R	Similar to Polygalacturonase (Prunus persica)
Chr1	1795274	1797156	-	Sdiv_ptg000014l_0319-R	Similar to UGT74E2: UDP-glycosyltransferase 74E2 (Arabidopsis thaliana)
Chr1	1805204	1807004	+	Sdiv_ptg000014l_0320-R	Similar to BT3: BTB/POZ and TAZ domain-containing protein 3 (Arabidopsis thaliana)
Chr1	1811276	1811983	+	Sdiv_ptg000014l_0321-R	Similar to BHLH153: Transcription factor bHLH153 (Arabidopsis thaliana)
Chr1	1812317	1813983	-	Sdiv_ptg000014l_0322-R	Similar to SELENOF: Selenoprotein F (Homo sapiens)
Chr1	1814163	1815480	+	Sdiv_ptg000014l_0323-R	Similar to fam136a: Protein FAM136A (Danio rerio)
Chr1	1815978	1817151	-	Sdiv_ptg000014l_0324-R	Similar to RTM1: Protein RESTRICTED TEV MOVEMENT 1 (Arabidopsis thaliana)
Chr1	1817727	1820136	+	Sdiv_ptg000014l_0325-R	Similar to GOT1: Vesicle transport protein GOT1 (Arabidopsis thaliana)
Chr1	1820566	1825179	+	Sdiv_ptg000014l_0326-R	Similar to Dagla: Diacylglycerol lipase-alpha (Mus musculus)
Chr1	1837994	1840669	+	Sdiv_ptg000014l_0327-R	Similar to BHLH128: Transcription factor bHLH128 (Arabidopsis thaliana)
Chr1	1841478	1843004	+	Sdiv_ptg000014l_0328-R	Similar to RABA5E: Ras-related protein RABA5e (Arabidopsis thaliana)
Chr1	1843464	1847795	+	Sdiv_ptg000014l_0329-R	Similar to SPPL5: Signal peptide peptidase-like 5 (Arabidopsis thaliana)
Chr1	1848313	1851993	-	Sdiv_ptg000014l_0330-R	Similar to A36: Aspartic proteinase 36 (Arabidopsis thaliana)
Chr1	1852721	1855131	-	Sdiv_ptg000014l_0331-R	Similar to CTL1: Chitinase-like protein 1 (Arabidopsis thaliana)
Chr1	1855469	1857191	+	Sdiv_ptg000014l_0332-R	Protein of unknown function
Chr1	1858082	1859008	-	Sdiv_ptg000014l_0333-R	Protein of unknown function
Chr1	1860918	1863717	+	Sdiv_ptg000014l_0334-R	Similar to ARI12: Probable E3 ubiquitin-protein ligase ARI12 (Arabidopsis thaliana)
Chr1	1865347	1870989	+	Sdiv_ptg000014l_0335-R	Similar to ARI7: Probable E3 ubiquitin-protein ligase ARI7 (Arabidopsis thaliana)
Chr1	1871684	1872180	+	Sdiv_ptg000014l_0336-R	Protein of unknown function
Chr1	1873619	1883704	+	Sdiv_ptg000014l_0337-R	Similar to At1g05910: ATPase family AAA domain-containing protein At1g05910 (Arabidopsis thaliana)
Chr1	1886649	1889787	-	Sdiv_ptg000014l_0338-R	Protein of unknown function
Chr1	1894603	1900651	-	Sdiv_ptg000014l_0339-R	Similar to SRL2: Protein SEMI-ROLLED LEAF 2 (Oryza sativa subsp. japonica)
Chr1	1900784	1901064	-	Sdiv_ptg000014l_0340-R	Protein of unknown function
Chr1	1901856	1903419	-	Sdiv_ptg000014l_0341-R	Protein of unknown function
Chr1	1907186	1908774	+	Sdiv_ptg000014l_0342-R	Protein of unknown function
Chr1	1909649	1911399	+	Sdiv_ptg000014l_0343-R	Similar to At1g06030: Probable fructokinase-2 (Arabidopsis thaliana)
Chr1	1912200	1913751	-	Sdiv_ptg000014l_0344-R	Similar to BBX24: B-box zinc finger protein 24 (Arabidopsis thaliana)
Chr1	1914707	1915612	-	Sdiv_ptg000014l_0345-R	Similar to EDR2L: Protein ENHANCED DISEASE RESISTANCE 2-like (Arabidopsis thaliana)
Chr1	1916425	1918230	+	Sdiv_ptg000014l_0346-R	Similar to RANBPM: Ran-binding protein M homolog (Arabidopsis thaliana)
Chr1	1917945	1921268	-	Sdiv_ptg000014l_0347-R	Similar to POSF21: Probable transcription factor PosF21 (Arabidopsis thaliana)
Chr1	1928015	1930890	+	Sdiv_ptg000014l_0348-R	Similar to ADS1: Delta-9 acyl-lipid desaturase 1 (Arabidopsis thaliana)
Chr1	1930159	1930524	-	Sdiv_ptg000014l_0349-R	Protein of unknown function
Chr1	1933833	1935970	-	Sdiv_ptg000014l_0350-R	Similar to SKIP16: F-box protein SKIP16 (Arabidopsis thaliana)
Chr1	1936759	1939298	-	Sdiv_ptg000014l_0351-R	Similar to GLX2-4: Probable hydroxyacylglutathione hydrolase 2%2C chloroplastic (Arabidopsis thaliana)
Chr1	1953607	1955074	-	Sdiv_ptg000014l_0352-R	Similar to BHLH89: Transcription factor bHLH89 (Arabidopsis thaliana)
Chr1	1958244	1959817	+	Sdiv_ptg000014l_0353-R	Similar to MYB13: Transcription factor MYB13 (Arabidopsis thaliana)
Chr1	1960738	1962963	-	Sdiv_ptg000014l_0354-R	Similar to RHON1: Rho-N domain-containing protein 1%2C chloroplastic (Arabidopsis thaliana)
Chr1	1963145	1965744	-	Sdiv_ptg000014l_0355-R	Protein of unknown function
Chr1	1965815	1967718	+	Sdiv_ptg000014l_0356-R	Similar to TOL2: TOM1-like protein 2 (Arabidopsis thaliana)
Chr1	1968396	1973338	+	Sdiv_ptg000014l_0357-R	Similar to CLO: 110 kDa U5 small nuclear ribonucleoprotein component CLO (Arabidopsis thaliana)
Chr1	1973975	1977371	+	Sdiv_ptg000014l_0358-R	Similar to GTE4: Transcription factor GTE4 (Arabidopsis thaliana)
Chr1	1977759	1979989	+	Sdiv_ptg000014l_0359-R	Similar to HI_0077: Uncharacterized protein HI_0077 (Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd))
Chr1	1980147	1981566	-	Sdiv_ptg000014l_0360-R	Similar to At1g06250: Phospholipase A1-IIalpha (Arabidopsis thaliana)
Chr1	1988002	1996375	+	Sdiv_ptg000014l_0361-R	Similar to ACX3: Acyl-coenzyme A oxidase 3%2C peroxisomal (Arabidopsis thaliana)
Chr1	1996655	1997355	-	Sdiv_ptg000014l_0362-R	Similar to HIPP28: Heavy metal-associated isoprenylated plant protein 28 (Arabidopsis thaliana)
Chr1	1998787	1999545	+	Sdiv_ptg000014l_0363-R	Similar to RSL1D1: Ribosomal L1 domain-containing protein 1 (Pongo abelii)
Chr1	2000904	2002756	-	Sdiv_ptg000014l_0364-R	Similar to RABA1A: Ras-related protein RABA1a (Arabidopsis thaliana)
Chr1	2005285	2009187	+	Sdiv_ptg000014l_0365-R	Similar to TPS7: Probable alpha%2Calpha-trehalose-phosphate synthase [UDP-forming] 7 (Arabidopsis thaliana)
Chr1	2010379	2011123	+	Sdiv_ptg000014l_0366-R	Protein of unknown function
Chr1	2010718	2013291	-	Sdiv_ptg000014l_0367-R	Similar to FTSH8: ATP-dependent zinc metalloprotease FTSH 8%2C chloroplastic (Arabidopsis thaliana)
Chr1	2015564	2016640	+	Sdiv_ptg000014l_0368-R	Similar to CAF1-1: Probable CCR4-associated factor 1 homolog 1 (Arabidopsis thaliana)
Chr1	2018713	2021759	+	Sdiv_ptg000014l_0369-R	Similar to At1g06470: Probable sugar phosphate/phosphate translocator At1g06470 (Arabidopsis thaliana)
Chr1	2021900	2022169	-	Sdiv_ptg000014l_0370-R	Protein of unknown function
Chr1	2025206	2028670	+	Sdiv_ptg000014l_0371-R	Similar to CALS7: Callose synthase 7 (Arabidopsis thaliana)
Chr1	2029911	2030886	+	Sdiv_ptg000014l_0372-R	Similar to CALS7: Callose synthase 7 (Arabidopsis thaliana)
Chr1	2031008	2035903	+	Sdiv_ptg000014l_0373-R	Similar to CALS7: Callose synthase 7 (Arabidopsis thaliana)
Chr1	2035872	2036845	-	Sdiv_ptg000014l_0374-R	Protein of unknown function
Chr1	2037094	2037449	-	Sdiv_ptg000014l_0375-R	Protein of unknown function
Chr1	2037642	2039681	+	Sdiv_ptg000014l_0376-R	Protein of unknown function
Chr1	2039569	2041759	-	Sdiv_ptg000014l_0377-R	Similar to GPAT1: Glycerol-3-phosphate acyltransferase 1 (Arabidopsis thaliana)
Chr1	2047512	2048477	+	Sdiv_ptg000014l_0378-R	Similar to PMD2: Peroxisomal and mitochondrial division factor 2 (Arabidopsis thaliana)
Chr1	2048779	2049271	-	Sdiv_ptg000014l_0379-R	Protein of unknown function
Chr1	2051276	2051825	+	Sdiv_ptg000014l_0380-R	Protein of unknown function
Chr1	2052890	2057966	+	Sdiv_ptg000014l_0381-R	Similar to NOP2C: rRNA (cytosine-C(5))-methyltransferase NOP2C (Arabidopsis thaliana)
Chr1	2057323	2059131	-	Sdiv_ptg000014l_0382-R	Similar to HPD: 4-hydroxyphenylpyruvate dioxygenase (Arabidopsis thaliana)
Chr1	2059399	2060527	-	Sdiv_ptg000014l_0383-R	Similar to At1g06580: Pentatricopeptide repeat-containing protein At1g06580 (Arabidopsis thaliana)
Chr1	2061441	2061757	+	Sdiv_ptg000014l_0384-R	Protein of unknown function
Chr1	2061601	2069399	-	Sdiv_ptg000014l_0385-R	Similar to APC5: Anaphase-promoting complex subunit 5 (Arabidopsis thaliana)
Chr1	2069893	2071436	+	Sdiv_ptg000014l_0386-R	Similar to At1g06620: 1-aminocyclopropane-1-carboxylate oxidase homolog 1 (Arabidopsis thaliana)
Chr1	2072200	2072578	+	Sdiv_ptg000014l_0387-R	Similar to At1g06640: 1-aminocyclopropane-1-carboxylate oxidase homolog 2 (Arabidopsis thaliana)
Chr1	2073411	2074701	+	Sdiv_ptg000014l_0388-R	Similar to At1g06650: 1-aminocyclopropane-1-carboxylate oxidase homolog 3 (Arabidopsis thaliana)
Chr1	2074855	2077636	-	Sdiv_ptg000014l_0389-R	Similar to JASON: Protein JASON (Arabidopsis thaliana)
Chr1	2079650	2084249	+	Sdiv_ptg000014l_0390-R	Similar to PSBP: Oxygen-evolving enhancer protein 2%2C chloroplastic (Sinapis alba)
Chr1	2079688	2080036	-	Sdiv_ptg000014l_0391-R	Protein of unknown function
